ABBEYSHRULE,134,
Ardee,254,
Ardtrea,229,
Armagh,257,
BLACKROCK,near Cork,181,
Blanchardstown,27,
Boyne valley,233,
Bray,131,
CASTLEBLANEY,172,
Cavan,Co.,39,
Charles Fort,65,
Clare,Co.,75,77,179,18,256,
Clogher,Div. of,213,
Clonmel,122,
Cork,Co.,130,191,
DONEGAL,CO.,51,
Down,Co.,219,
Drogheda,48,
Dublin city,4 ff.,198,250,
Dunluce,251,
ENNISCORTHY,101,
Ennistymon,188,
FERMANAGH,CO.,109,
GALWAY,CO.,194,
GALWAY,town of,47,
Gill Hall,159,
Glasnevin,207,
Gormanstown Castle,195,
INISHINNY,island of,165,
Island Magee,152,
K-- CASTLE,91,
Kildare,Co.,224,
Kilkenny,Co.,60,128,
Killarney,169,
"Kilman" Castle,94,
Kimmage Road,near Dublin,132,
Kingstown,28,
LARNE,113,
Leitrim,Co.,129,
Lifford,near town of,145,
Limerick,Co.,73,79,139,148,160,186,192,205,208,221,
Limerick,city of,173,201,231,
Loftus Hall,234,
MARSH'S LIBRARY,15,
Mitchelstown,162,
Monaghan,Co.,50,
Mullaghmast,Rath of,226,227,
NORTH OF IRELAND,35,37,
PASSAGE EAST,119,
Portarlington,55,57,118,
QUEEN'S CO.,58,189,
RATHFARNHAM CASTLE,126,
Rathgar,18,
Rathmines,19,
STRABANE,136,
TIPPERARY,CO.,85,155,255,
WALLSTOWN CASTLE,228,
Waterford,Co.,135,
Westmeath,Co.,32,
Wexford,Co.,115,158,
Wicklow,Co.,189,210,
Wicklow,town of,190,
